Order,Family,Species,Body_mass_g,Hatchling_mass_g,Clutch_size, Clutches_per_year,Sexual_maturity_age_years,Longevity_years,Parity,Parthenogenetic_reproduction
Squamata,Scincidae,Plestiodon_ochoterenae,3.45,0.244877165,NA,NA,NA,NA,1,0
Squamata,Scincidae,Plestiodon_parviauriculatus,2.77,0.22941261,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Plestiodon_quadrilineatus,8.14,0.252872734,NA,NA,NA,NA,0,0
Squamata,Scincidae,Plestiodon_reynoldsi,1.3,0.253029767,2,0.75,1.5,10,0,0
Squamata,Scincidae,Plestiodon_septentrionalis,7.64,0.200343676,10.06333333,1,3,7,0,0
Squamata,Scincidae,Plestiodon_skiltonianus,4.9,0.261751464,4.733333333,1,2.5,8,0,0
Squamata,Scincidae,Plestiodon_sumichrasti,9.65,0.277938648,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Plestiodon_tamdaoensis,27.85,0.794878545,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Plestiodon_tetragrammus,4.3325,0.17410343,8.5,0.811666667,NA,3.8,0,0
Squamata,Scincidae,Plestiodon_tunganus,5.68,0.56003471,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Prasinohaema_flavipes,6.8,0.441188853,NA,NA,NA,NA,1,0
Squamata,Scincidae,Prasinohaema_virens,3.1,0.295570392,2,NA,NA,NA,0,0
Squamata,Scincidae,Proablepharus_barrylyoni,1.85,1.236414625,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Proablepharus_tenuis,0.52,0.070488711,2,NA,NA,NA,0,0
Squamata,Scincidae,Proscelotes_arnoldi,NA,NA,5,NA,NA,NA,1,0
Squamata,Scincidae,Proscelotes_eggeli,3.57,0.407320441,NA,NA,NA,NA,1,0
Squamata,Scincidae,Pseudemoia_cryodroma,2.24,0.417883564,NA,NA,NA,NA,1,0
Squamata,Scincidae,Pseudemoia_entrecasteauxii,4,0.200423546,4.075,1,3.5,5,1,0
Squamata,Scincidae,Pseudemoia_pagenstecheri,3.5,0.162062613,5.9,1,NA,NA,1,0
Squamata,Scincidae,Pseudemoia_rawlinsoni,2.8,0.100947456,5.6,1,NA,NA,1,0
Squamata,Scincidae,Pseudemoia_spenceri,3.44,0.238607712,2.1,1,NA,NA,1,0
Squamata,Scincidae,Psychosaura_agmosticha,4.833,0.946501341,4.333,1,NA,NA,1,0
Squamata,Scincidae,Psychosaura_macrorhyncha,4.57,0.511308221,2.853166667,1,NA,NA,1,0
Squamata,Scincidae,Ristella_travancorica,0.69,0.05795667,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Saiphos_equalis,2.66,0.144275041,NA,NA,NA,NA,1,0
Squamata,Scincidae,Saproscincus_challengeri,NA,NA,3.5,NA,NA,NA,0,0
Squamata,Scincidae,Saproscincus_mustelinus,2.3,0.119131293,NA,NA,NA,NA,0,0
Squamata,Scincidae,Scelotes_duttoni,1.54,0.467298796,NA,NA,NA,NA,1,0
Squamata,Scincidae,Scelotes_gronovii,1.1,NA,NA,NA,NA,NA,1,0
Squamata,Scincidae,Scelotes_limpopoensis,NA,NA,2,NA,NA,2.3,1,0
Squamata,Scincidae,Scincella_cherriei,3.25,0.119131292,2.5,1.5,NA,NA,0,0
Squamata,Scincidae,Scincella_lateralis,1.5,0.100789547,3.044444444,3.4,0.9,4,0,0
Squamata,Scincidae,Scincella_melanosticta,2.09,0.187076477,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Scincella_modesta,2.56,0.088374935,NA,NA,NA,NA,0,0
Squamata,Scincidae,Scincella_reevesii,2.2,0.122040545,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Scincella_silvicola,3.75,0.119131293,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Scincella_vandenburghi,1.72,0.099241922,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Scincella_victoriana,2.94,0.794878545,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Scincopus_fasciatus,NA,NA,NA,NA,NA,5.3,0,0
Squamata,Scincidae,Scincus_hemprichii,21.07,1.519527948,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Scincus_mitranus,29,0.839676738,5,1,NA,NA,1,0
Squamata,Scincidae,Scincus_scincus,23.3,1.523797848,4,1,NA,10,0,0
Squamata,Scincidae,Sphenomorphus_acutus,6.65,0.382384821,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_brunneus,9.53,0.244877165,NA,NA,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_cinereus,14.64,1.116996242,NA,NA,NA,NA,1,0
Squamata,Scincidae,Sphenomorphus_concinnatus,3.92,0.277938648,NA,NA,NA,NA,1,0
Squamata,Scincidae,Sphenomorphus_cranei,5.15,0.395442311,NA,NA,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_cyanolaemus,4.16,0.261046721,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_darlingtoni,3.31,1.029313375,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_dussumieri,3.22,0.162062613,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_fasciatus,19.44,0.274501637,5.4,1,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_forbesi,0.87,0.162062613,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_fragilis,1.75,0.070488711,NA,NA,NA,NA,1,0
Squamata,Scincidae,Sphenomorphus_fuscolineatus,1.78,0.214635769,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_indicus,17,0.296456314,7.3,1,NA,6,1,0
Squamata,Scincidae,Sphenomorphus_jobiensis,NA,NA,3,NA,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_kinabaluensis,2.48,0.135215509,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_leptofasciatus,7.59,0.277938648,NA,NA,NA,NA,1,0
Squamata,Scincidae,Sphenomorphus_maculatus,3.5,0.35822068,4.5,1,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_maindroni,4.36,0.395442311,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_meyeri,47.7,NA,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_necopinatus,1.05,0.070488711,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_nigriventris,7.42,0.490463744,NA,NA,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_nigrolineatus,5.25,0.139458857,NA,NA,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_praesignis,30.15,0.946501341,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Sphenomorphus_sabanus,2.3,NA,NA,NA,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_solomonis,3.63,0.162062613,NA,NA,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_taiwanensis,3.3,0.238607713,5.2,1,NA,NA,0,0
Squamata,Scincidae,Sphenomorphus_tanneri,1.64,0.187076477,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Spondylurus_anegadae,4.71,0.395442311,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Spondylurus_powelli,6.8,0.72576449,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Spondylurus_sloanii,14.78,NA,NA,NA,NA,NA,1,0
Squamata,Scincidae,Techmarscincus_jigurru,8.26,0.692815919,NA,NA,NA,NA,0,0
Squamata,Scincidae,Tiliqua_adelaidensis,11.2,1.595172794,3.2,1,NA,NA,1,0
Squamata,Scincidae,Tiliqua_gigas,500.8,25.20076231,8.5,NA,1.8,17.3,1,0
Squamata,Scincidae,Tiliqua_multifasciata,204,6.804897239,NA,NA,NA,NA,1,0
Squamata,Scincidae,Tiliqua_nigrolutea,657.3925,28.58138811,7,0.391666667,1.8,18,1,0
Squamata,Scincidae,Tiliqua_occipitalis,554.2,21.5510081,5,0.75,NA,7.4,1,0
Squamata,Scincidae,Tiliqua_rugosa,617,55.9346762,2.083333333,1,2.8,20.8,1,0
Squamata,Scincidae,Tiliqua_rugosus,NA,NA,NA,NA,NA,20.9,NaN,0
Squamata,Scincidae,Tiliqua_scincoides,496.4,12.84727408,10.66666667,0.75,3,26.6,1,0
Squamata,Scincidae,Trachylepis_affinis,5.066666667,0.206092605,2.71,7.5,NA,NA,0,0
Squamata,Scincidae,Trachylepis_atlantica,8.58,NA,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Trachylepis_aurata,9.266666667,0.465826299,5,1,NA,NA,1,0
Squamata,Scincidae,Trachylepis_binotata,NA,NA,NA,NA,NA,8.1,1,0
Squamata,Scincidae,Trachylepis_brevicollis,70,0.79365891,2.5,NA,NA,2.4,1,0
Squamata,Scincidae,Trachylepis_buettneri,6.946666667,0.16165009,8.625,1.35,0.5,1.5,0,0
Squamata,Scincidae,Trachylepis_capensis,16.63,NA,11.6075,1,NA,3.5,1,0
Squamata,Scincidae,Trachylepis_dichroma,28.24,1.410813618,3,NA,NA,NA,1,0
Squamata,Scincidae,Trachylepis_dumasi,1.36,0.244877165,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Trachylepis_hoeschi,NA,NA,NA,NA,NA,5.3,1,0
Squamata,Scincidae,Trachylepis_maculilabris,7.6325,0.213863141,6.63375,4.966666667,0.5,2.5,0,0
Squamata,Scincidae,Trachylepis_margaritifera,17.51,0.516469617,6.1,NA,NA,NA,0,0
Squamata,Scincidae,Trachylepis_megalura,4.14,0.244877165,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Trachylepis_mlanjensis,5.77,NA,NA,NA,NA,NA,1,0
Squamata,Scincidae,Trachylepis_occidentalis,18.6,NA,6.515,1,NA,6.9,0,0
Squamata,Scincidae,Trachylepis_perrotetii,17.48,0.333123498,20.8,NA,NA,NA,0,0
Squamata,Scincidae,Trachylepis_polytropis,NA,NA,3.5,NA,NA,NA,0,0
Squamata,Scincidae,Trachylepis_punctatissima,6.5,NA,NA,NA,NA,NA,1,0
Squamata,Scincidae,Trachylepis_quinquetaeniata,11.21,0.532101274,4.8,2,1.3,4.8,0,0
Squamata,Scincidae,Trachylepis_sechellensis,11.8,0.692111939,4,NA,NA,3.2,0,0
Squamata,Scincidae,Trachylepis_sparsa,10.6,0.352566778,5.2,1,NA,3.7,1,0
Squamata,Scincidae,Trachylepis_spilogaster,10,0.260872267,4.736666667,0.75,NA,2.2,1,0
Squamata,Scincidae,Trachylepis_striata,18.8,0.307995243,6.155,2.45,NA,NA,1,0
Squamata,Scincidae,Trachylepis_sulcata,NA,NA,3.775,2,NA,2.8,1,0
Squamata,Scincidae,Trachylepis_tandrefana,2.96,0.277938648,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Trachylepis_tavaratra,3.51,0.187076477,5,NA,NA,NA,1,0
Squamata,Scincidae,Trachylepis_varia,4.523333333,0.150374299,7.611666667,1,0.7,1.9,1,0
Squamata,Scincidae,Trachylepis_variegata,1.7,NA,1.83,NA,NA,NA,1,0
Squamata,Scincidae,Trachylepis_vittata,9.3,0.307054863,5.5,1,NA,NA,1,0
Squamata,Scincidae,Trachylepis_volamenaloha,2.4,0.490463744,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Tribolonotus_gracilis,17.33,NA,NA,NA,NA,NA,0,0
Squamata,Scincidae,Tribolonotus_novaeguineae,24.6,NA,NA,NA,NA,NA,0,0
Squamata,Scincidae,Tribolonotus_ponceleti,31.04,1.880199718,1,NA,NA,NA,0,0
Squamata,Scincidae,Tribolonotus_pseudoponceleti,2.53,0.277938648,1,NA,NA,NA,0,0
Squamata,Scincidae,Tropidophorus_brookei,16.62,0.946501341,3.9,2,NA,NA,1,0
Squamata,Scincidae,Tropidophorus_cocincinensis,10.92,0.353080134,NA,NA,NA,NA,1,0
Squamata,Scincidae,Tropidophorus_davaoensis,11.34,0.384540082,NA,NA,NA,NA,1,0
Squamata,Scincidae,Tropidophorus_grayi,23.06,0.424783608,NA,NA,NA,NA,1,0
Squamata,Scincidae,Tropidophorus_laotus,NA,0.4,4.6,NA,NA,6,1,0
Squamata,Scincidae,Tropidophorus_microlepis,NA,NA,8,NA,NA,NA,1,0
Squamata,Scincidae,Tropidophorus_mocquardii,18.24,0.465145135,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Tropidophorus_murphyi,13.97,0.353080134,NA,NA,NA,NA,1,0
Squamata,Scincidae,Tropidophorus_noggei,25.1,NA,4.5,NA,NA,NA,1,0
Squamata,Scincidae,Tropidoscincus_variabilis,9.73,0.60017999,NA,NA,NA,NA,NaN,0
Squamata,Scincidae,Tumbunascincus_luteilateralis,12.74,0.482841887,NA,NA,NA,NA,1,0
Squamata,Scincidae,Typhlacontias_brevipes,3.08,0.283431814,NA,NA,NA,NA,1,0
Squamata,Scincidae,Typhlacontias_punctatissimus,1.18,0.266994474,NA,NA,NA,NA,1,0
Squamata,Scincidae,Tytthoscincus_aesculeticola,0.92,0.04705423,2,NA,NA,NA,NaN,0
Squamata,Scincidae,Varzea_bistriata,17.0375,0.780707394,4.7,1,NA,NA,1,0
Squamata,Shinsauridae,Shinisaurus_crocodilurus,225.76,4,7.4,2,NA,11.4,1,0
Squamata,Sphaerodactylidae,Aristelliger_barbouri,2.32,0.147666764,2,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Aristelliger_cochranae,2.09,0.220440549,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Aristelliger_georgeensis,17.77666667,0.548691852,1,1,NA,NA,0,0
Squamata,Sphaerodactylidae,Aristelliger_lar,NA,NA,1,NA,NA,1.9,0,0
Squamata,Sphaerodactylidae,Aristelliger_praesignis,5.283333333,0.482430105,1,2,NA,NA,0,0
Squamata,Sphaerodactylidae,Chatogekko_amazonicus,0.294666667,0.044293964,1,1,NA,NA,0,0
Squamata,Sphaerodactylidae,Coleodactylus_meridionalis,0.171,NA,1,1,NA,NA,0,0
Squamata,Sphaerodactylidae,Coleodactylus_natalensis,0.27,0.034207699,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Coleodactylus_septentrionalis,0.58,0.058785255,1,1,NA,NA,0,0
Squamata,Sphaerodactylidae,Euleptes_europaea,NA,NA,2,2,2.5,21,0,0
Squamata,Sphaerodactylidae,Gonatodes_albogularis,2.2,0.149802822,1.6,7.833333333,0.83,13,0,0
Squamata,Sphaerodactylidae,Gonatodes_annularis,1.5,0.201915091,2,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_antillensis,1.11,0.14766676,1,12,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_caudiscutatus,NA,NA,1,16,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_ceciliae,3.07,0.085928694,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_concinnatus,2,0.148327261,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_daudini,0.52,NA,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_falconensis,2.89,0.391708002,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_hasemani,1.803,0.233396661,1,1,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_humeralis,1.0408,0.104081877,1.649285714,1.166666667,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_lichenosus,1.9,0.272852952,NA,NA,NA,NA,NaN,0
Squamata,Sphaerodactylidae,Gonatodes_nascimentoi,2.53,1.340539734,NA,NA,NA,NA,NaN,0
Squamata,Sphaerodactylidae,Gonatodes_naufragus,0.47,0.145372092,NA,NA,NA,NA,NaN,0
Squamata,Sphaerodactylidae,Gonatodes_petersi,1.21,0.132387708,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Gonatodes_vittatus,0.66,0.094717024,1.833333333,14,NA,NA,0,0
Squamata,Sphaerodactylidae,Lepidoblepharis_duolepis,1.21,0.305789912,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Lepidoblepharis_grandis,3.65,1.156782038,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Lepidoblepharis_hoogmoedi,0.4,NA,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Lepidoblepharis_xanthostigma,0.811,0.056179462,1,1,NA,NA,0,0
Squamata,Sphaerodactylidae,Pristurus_carteri,6.24,NA,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Pristurus_celerrimus,1.25,NA,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Pristurus_minimus,0.34,0.056179462,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Pristurus_obsti,1.02,0.099326258,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Pristurus_rupestris,0.535,0.099541987,1,1.466666667,NA,4.9,0,0
Squamata,Sphaerodactylidae,Pristurus_simonettai,0.49,0.044293964,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Pristurus_sokotranus,1.11,0.124613232,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Pseudogonatodes_guianensis,0.338,0.065647632,1,1,NA,NA,0,0
Squamata,Sphaerodactylidae,Quedenfeldtia_trachyblepharus,1.763333333,0.177958382,1.666666667,2.45,NA,NA,0,0
Squamata,Sphaerodactylidae,Saurodactylus_mauritanicus,NA,NA,1,6.5,NA,3.7,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_argivus,0.3,NA,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_argus,0.67,0.077698844,1,1.5,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_armasi,0.23,0.050599039,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_cinereus,0.793333333,0.1,1,6,NA,3.4,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_copei,NA,NA,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_elegans,0.88,0.106426228,1,4.5,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_fantasticus,0.55,0.056179462,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_glaucus,0.53,0.050002724,2,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_homolepis,0.81,0.104081876,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_kirbyi,0.36,0.080924921,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_lineolatus,NA,NA,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_macrolepis,NA,NA,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_millepunctatus,0.54,0.046522473,2,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_molei,0.4,0.116106087,2,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_nicholsi,0.3,0.025775079,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_nigropunctatus,0.98,0.160184276,2,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_notatus,NA,NA,1,11,NA,1.3,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_pimienta,0.876666667,0.146546097,1,4.233333333,0.8,2,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_roosevelti,1.03,0.185621976,1,5,1.6,2,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_ruibali,0.61,0.070009412,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_savagei,0.776666667,0.069361382,1,7,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_sputator,1.52,NA,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_torrei,0.82,0.160184276,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_townsendi,0.43,0.050002724,1,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Sphaerodactylus_vincenti,0.5,0.070006275,1,NA,1.6,4,0,0
Squamata,Sphaerodactylidae,Teratoscincus_microlepis,9.7,1.467887953,2,3,NA,11.2,0,0
Squamata,Sphaerodactylidae,Teratoscincus_przewalskii,10.9,NA,NA,NA,NA,NA,0,0
Squamata,Sphaerodactylidae,Teratoscincus_roborowskii,NA,NA,2,NA,NA,6,0,0
Squamata,Sphaerodactylidae,Teratoscincus_scincus,22.4,1.453063632,1.75,2.166666667,0.8,13,0,0
Squamata,Sphaerodactylidae,Teratoscincus_toksunicus,26.1,2,2,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_ameiva,53.21295238,1.58943205,5.224162963,2.246031746,0.5,4.6,0,0
Squamata,Teiidae,Ameiva_atrigularis,91.37,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_auberi,13.18,0.981412334,1,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_bifrontata,20.68,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_chrysolaema,17.21,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_corax,28.13,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_exsul,6.2,1.239084081,2.7,2,NA,NA,0,0
Squamata,Teiidae,Ameiva_fuscata,62.5,3.660523908,4,2.45,NA,NA,0,0
Squamata,Teiidae,Ameiva_parecis,11.827,1.239084081,1.88,1,NA,NA,0,0
Squamata,Teiidae,Ameiva_plei,76.3,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_pluvianotata,68.82,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_taeniura,14.39,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameiva_wetmorei,1.7,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameivula_abaetensis,3.84,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameivula_jalapensis,3.267,NA,1,1,NA,NA,0,0
Squamata,Teiidae,Ameivula_littoralis,6.92,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Ameivula_mumbuca,3.572,NA,1,1,NA,NA,0,0
Squamata,Teiidae,Ameivula_nativo,4.92,0.70282484,2.2,1,NA,NA,0,0
Squamata,Teiidae,Ameivula_neomexicana,NA,NA,NA,NA,NA,3.2,NaN,0
Squamata,Teiidae,Ameivula_ocellifera,7.0055,0.506455518,2.261623188,2.966666667,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_burti,34.7,0.945318927,4.3,1.45,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_ceralbensis,7.6,0.945318927,NA,NA,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_communis,26.6,NA,6.6,NA,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_costata,15.61,1.349296401,NA,NA,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_cozumelae,7.12,0.579795349,1.8,1.45,NA,NA,0,1
Squamata,Teiidae,Aspidoscelis_deppei,12.1,0.727070208,2.298333333,3.833333333,0.4,2,0,0
Squamata,Teiidae,Aspidoscelis_exsanguis,12.65,1.006981664,3.339555556,1.466666667,0.9,4,0,1
Squamata,Teiidae,Aspidoscelis_flagellicaudus,19.27,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_gularis,13.7,0.901482401,3.7,1.85,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_guttata,23.8375,1.135145726,4.5,2,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_hyperythra,5.545,0.573995396,2.3,1.3,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_inornata,4.665,0.810044368,2.425,1.3,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_laredoensis,9.3775,0.81894908,2.666666667,1.466666667,0.9,3,0,1
Squamata,Teiidae,Aspidoscelis_lineattissima,14.36,0.778278204,NA,NA,NA,NA,NaN,0
Squamata,Teiidae,Aspidoscelis_lineattissimus,15.17333333,0.778278203,4.5,2.45,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_marmorata,14.685,1.135145726,2.6,1,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_maslini,8.96,2.229557842,NA,NA,NA,NA,NaN,1
Squamata,Teiidae,Aspidoscelis_motaguae,NA,NA,2.5,NA,1.5,NA,0,0
Squamata,Teiidae,Aspidoscelis_neomexicana,8.88,0.967484085,1.796666667,1.466666667,0.9,4,0,1
Squamata,Teiidae,Aspidoscelis_parvisocia,5.71,0.632495986,NA,NA,NA,NA,NaN,0
Squamata,Teiidae,Aspidoscelis_rodecki,NA,NA,2.3,1.5,0.9,2,0,1
Squamata,Teiidae,Aspidoscelis_sackii,NA,NA,6.067,NA,NA,NA,0,0
Squamata,Teiidae,Aspidoscelis_scalaris,14.25,0.901235334,3.3,1.9,0.8,3,0,0
Squamata,Teiidae,Aspidoscelis_sexlineata,8.6875,0.776507671,3.3,1.9,1.4,6,0,0
Squamata,Teiidae,Aspidoscelis_sonorae,12.3,0.387165985,3.8,2.45,NA,NA,0,1
Squamata,Teiidae,Aspidoscelis_tesselata,17.95,1.893652977,3.811666667,1.35,1.5,5,0,1
Squamata,Teiidae,Aspidoscelis_tigris,15.55818182,0.843389193,2.626264583,1.9,1.7,8,0,0
Squamata,Teiidae,Aspidoscelis_uniparens,7.5,0.599328401,3.056666667,1.9,0.8,4,0,1
Squamata,Teiidae,Aspidoscelis_velox,11.81,1.135145726,4,1,NA,NA,0,1
Squamata,Teiidae,Callopistes_flavipunctatus,NA,NA,NA,NA,NA,4.3,0,0
Squamata,Teiidae,Callopistes_maculatus,77.4,NA,6,NA,NA,5,0,0
Squamata,Teiidae,Cnemidophorus_arubensis,10.8,NA,1,2,NA,2,0,0
Squamata,Teiidae,Cnemidophorus_cryptus,5.734333333,0.778278203,1.7475,2,NA,NA,0,1
Squamata,Teiidae,Cnemidophorus_flavissimus,4.08,0.826088977,NA,NA,NA,NA,NaN,0
Squamata,Teiidae,Cnemidophorus_gramivagus,8.467,0.859046024,1.585,1,NA,NA,0,0
Squamata,Teiidae,Cnemidophorus_lemniscatus,3.888,0.450367572,2.11125,2.166666667,0.5,NA,0,0
Squamata,Teiidae,Cnemidophorus_martyris,NA,NA,1.29,NA,NA,NA,0,0
Squamata,Teiidae,Cnemidophorus_murinus,33.5,2.000951144,1.733333333,NA,NA,5,0,0
Squamata,Teiidae,Cnemidophorus_senectus,3.96,0.817985909,NA,NA,NA,NA,NaN,0
Squamata,Teiidae,Cnemidophorus_vanzoi,30.1,1.857576487,NA,NA,NA,5.3,0,0
Squamata,Teiidae,Contomastix_lacertoides,8.295,0.475054957,3.8,1,NA,NA,0,0
Squamata,Teiidae,Contomastix_vacariensis,7.69,0.642726074,4.175,2,NA,NA,0,0
Squamata,Teiidae,Crocodilurus_amazonicus,250,11.34750045,5.085,1.5,2,7.8,0,0
Squamata,Teiidae,Dicrodon_guttulatum,52.53,NA,NA,NA,NA,NA,0,0
Squamata,Teiidae,Dracaena_guianensis,1555.24,39.9698,8.5,NA,NA,9.3,0,0
Squamata,Teiidae,Holcosus_anomalus,26.17,2.001268194,NA,NA,NA,NA,0,0
Squamata,Teiidae,Holcosus_festivus,35.397,1.349296401,2.81375,2.266666667,NA,NA,0,0
Squamata,Teiidae,Holcosus_leptophrys,34.59,2.001268193,NA,NA,NA,NA,0,0
Squamata,Teiidae,Holcosus_quadrilineatus,9.53,0.756747381,2.09,2.1,0.7,2,0,0
Squamata,Teiidae,Holcosus_undulatus,22.89,1.106369063,4.3,NA,NA,2,0,0
