Order,Family,Genus,Species,Body_mass_grams,Body_size_mm,Age_sexual_maturity_years,Size_sexual_maturity_mm,max_longevity_years,Egg_mass_grams,Clutch_size,Birth_weight_grams,Offspring_size,Reproductive_output,Incubation_time_days,larval_period_days,metamorphosis_size_mm,Databases & references
Anura,Ranidae,Amolops,Amolops formosus,NA,62.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops gerbillus,NA,87,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops granulosus,NA,52,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops hainanensis,NA,80.4,NA,NA,NA,NA,NA,NA,2.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops himalayanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops hongkongensis,NA,40,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops iriodes,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops jaunsari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops jinjiangensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops kangtingensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops kaulbacki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops kohimaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops larutensis,NA,75,NA,NA,NA,NA,NA,NA,1.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops liangshanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops lifanensis,NA,79,NA,9,9,NA,NA,NA,4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops loloensis,NA,77.5,NA,NA,NA,NA,153.5,NA,4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops longimanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops mantzorum,36,77.1,2.5,9,9,NA,NA,NA,2.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops marmoratus,NA,93,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops medogensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops mengyangensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops minutus,NA,50.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops monticola,NA,66,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops nidorbellus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops panhai,NA,58,NA,NA,NA,NA,NA,NA,1.3,2,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops ricketti,NA,60.7,NA,NA,NA,NA,990.5,NA,3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops spinapectoralis,NA,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops splendissimus,NA,96.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops torrentis,NA,37.4,NA,NA,NA,NA,NA,NA,2.8,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops viridimaculatus,NA,110,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops vitreus,NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Amolops,Amolops wuyiensis,NA,49,NA,NA,NA,NA,600.5,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina adenopleura,NA,52.2,NA,NA,NA,NA,185,NA,2.2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina caldwelli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina chapaensis,NA,92.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina daunchina,NA,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina hainanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina holsti,NA,118.7,NA,NA,NA,NA,NA,NA,2.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina lini,NA,61.2,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina okinavana,NA,43.5,NA,NA,NA,NA,500,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina pleuraden,13.3,51,2.5,3.9,3.9,NA,606,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Babina,Babina subaspera,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Clinotarsus,Clinotarsus alticola,NA,59.39,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Clinotarsus,Clinotarsus curtipes,NA,74,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Glandirana,Glandirana emeljanovi,NA,55.4,NA,NA,NA,NA,783,NA,1.8,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Glandirana,Glandirana minima,NA,28.6,NA,NA,NA,NA,269.5,NA,1.3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Glandirana,Glandirana rugosa,18.2,60,2,5,5,NA,875,NA,1.6,3,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Glandirana,Glandirana tientaiensis,NA,31.3,NA,NA,NA,NA,975,NA,1.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Huia,Huia cavitympanum,NA,80,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Huia,Huia masonii,NA,65.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Huia,Huia modiglianii,NA,55.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Huia,Huia sumatrana,NA,70.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Humerana,Humerana humeralis,NA,82.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Humerana,Humerana miopus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Humerana,Humerana oatesii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana albolabris,NA,82.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana albotuberculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana amnicola,NA,72,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana arfaki,NA,145,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana asperrima,NA,71,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana attigua,NA,65,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana aurantiaca,NA,38,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana aurata,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana banjarana,NA,37.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana baramica,NA,65,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana celebensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana chalconota,35.5,79,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana chitwanensis,NA,32.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana crassiovis,NA,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana cubitalis,NA,68,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana daemeli,45.7,98.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana darlingi,NA,62,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana debussyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana elberti,NA,48,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana erythraea,NA,75,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana eschatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana everetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana faber,NA,66.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana florensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana fonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana galamensis,NA,86,NA,NA,NA,NA,3317.5,NA,1.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana garoensis,NA,58,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana garritor,35.5,76,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana glandulosa,NA,90,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana gracilis,NA,63.5,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana grandocula,NA,67,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana grisea,NA,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana guentheri,48.8,76,2.5,6,6,NA,1995,NA,1.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana hekouensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana igorota,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana jimiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana kampeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana kreffti,NA,70,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana labialis,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana laterimaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana latouchii,NA,47,NA,NA,NA,NA,645.5,NA,1.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana lemairei,NA,76,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana leptoglossa,NA,56.06,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana lepus,NA,92.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana longipes,NA,60.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana luctuosa,28.1,68,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana luzonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana macrodactyla,NA,39.8,NA,NA,NA,NA,300,NA,1.3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana macrops,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana malabarica,NA,75,NA,NA,NA,NA,NA,NA,0.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana mangyanum,NA,46.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana maosonensis,NA,61,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana margariana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana megalonesa,NA,65.6,NA,NA,NA,NA,1048.5,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana melanomenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana menglaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana milleti,NA,49.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana milneana,62.4,86.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana mocquardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana moellendorffi,NA,45,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana moluccana,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana montivaga,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana mortenseni,NA,73.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana nicobariensis,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana nigrovittata,14.8,70,2,9,9,NA,281,NA,1.4,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana novaeguineae,NA,20,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana occidentalis,NA,95.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana papua,25.7,69.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana parkeriana,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana parvacola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana persimilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana picturata,NA,70,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana raniceps,NA,70.8,NA,NA,NA,NA,2158,NA,1.1,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana rufipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana scutigera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana siberu,NA,39.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana signata,NA,57.18,NA,NA,NA,NA,NA,NA,1.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana similis,NA,43.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana spinulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana supragrisea,110,109.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana taipehensis,6.8,40,1.5,4,4,NA,194.5,NA,1.2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana temporalis,NA,79.4,NA,NA,NA,NA,1000,NA,1.3,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana tipanan,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana tytleri,NA,31.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana volkerjane,NA,104.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Hylarana,Hylarana waliesa,41,80.6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates areolatus,NA,110,3.5,5,5,NA,4500,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates berlandieri,NA,120,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates blairi,NA,111,NA,NA,NA,NA,5250,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates brownorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates bwana,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates capito,151,113,NA,NA,NA,NA,7000,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates catesbeianus,467.8,203,2.5,16,16,0.005826429,16750,NA,1.7,1,4,NA,23.125,Trochet et al. 2014 & Green et al. 2009 & Deckert 1991 & Tacutu et al. 2013 & Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates chichicuahutla,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates chiricahuensis,137.3,135,3,11,11,NA,892,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates clamitans,47.9,87,2,10,10,NA,2882.5,NA,1.5,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates dunni,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates fisheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates forreri,NA,114,NA,NA,NA,NA,100,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates grylio,NA,162,3,6,6,NA,7504,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates heckscheri,NA,155,NA,NA,NA,NA,7000,NA,1.5,2,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates johni,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates juliani,NA,102,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates lemosespinali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates macroglossa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates maculatus,113,113,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates magnaocularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates megapoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates miadis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates montezumae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates neovolcanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates okaloosae,13.8,49.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates omiltemanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates onca,NA,87,NA,NA,NA,NA,200,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates palmipes,101,126,NA,NA,NA,NA,3468,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates palustris,NA,87,NA,NA,NA,NA,1616,NA,1.6,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates pipiens,39.2,165,1.5,9,9,NA,5522.5,NA,2,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates psilonota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates pueblae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates pustulosus,NA,76.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates septentrionalis,25.9,76,1.75,6,6,NA,1375,NA,1.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates sevosus,NA,105,0.45,6,6,NA,3750,NA,1.7,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates sierramadrensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates spectabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates sphenocephalus,65.7,127,NA,6,6,NA,4750,NA,1.5,5,NA,NA,NA,Oliveira et al. 2017
Anura,Ranidae,Lithobates,Lithobates sylvaticus,17.6,83,2.925,5.2,5.2,NA,1750,NA,1.6,1,NA,NA,27.5,Trochet et al. 2014 & Tacutu et al. 2013 & Oliveira et al. 2017
