Species,Adult_survival,Age_at_first_reproduction,Maximum_longevity
Aplonis_atrifusca,0.74,1.76,11.1
Aplonis_corvina,0.59,1.14,7
Aplonis_cinerascens,0.7,1.57,10.16
Aplonis_ulietensis,0.59,1.14,7
Aplonis_mavornata,0.59,1.14,7
Aplonis_fusca,0.59,1.14,7
Melanotis_caerulescens,0.74,1.57,10.94
Melanotis_hypoleucus,0.73,1.54,10.62
Melanoptila_glabrirostris,0.71,1.41,9.77
Dumetella_carolinensis,0.58,1.07,12.62
Ramphocinclus_brachyurus,0.73,1.51,10.26
Allenia_fusca,0.69,1.55,12.26
Margarops_fuscatus,0.74,1.67,12.14
Cinclocerthia_ruficauda,0.72,1.48,10.21
Cinclocerthia_gutturalis,0.73,1.55,10.63
Mimus_thenca,0.58,1.18,15.19
Mimus_patagonicus,0.49,1.12,13.98
Mimus_saturninus,0.56,1.2,13.01
Mimus_triurus,0.49,1.09,12.28
Mimus_dorsalis,0.55,1.12,13.34
Mimus_longicaudatus,0.58,1.12,14.25
Mimus_polyglottos,0.53,1.07,14.05
Mimus_gilvus,0.57,1.2,12.16
Mimus_graysoni,0.6,1.23,14.61
Mimus_gundlachii,0.64,1.33,15.76
Mimus_trifasciatus,0.58,1.11,13.85
Mimus_parvulus,0.56,1.14,12.77
Mimus_macdonaldi,0.59,1.13,14.15
Mimus_melanotis,0.53,1.1,11.25
Oreoscoptes_montanus,0.6,1.06,9.77
Toxostoma_curvirostre,0.67,0.85,8.62
Toxostoma_ocellatum,0.74,1.02,8.54
Toxostoma_rufum,0.63,0.82,8.81
Toxostoma_longirostre,0.65,0.84,7.56
Toxostoma_guttatum,0.67,0.82,7.32
Toxostoma_bendirei,0.65,0.84,8.61
Toxostoma_cinereum,0.7,0.91,8
Toxostoma_redivivum,0.69,0.89,9.21
Toxostoma_crissale,0.71,0.93,8.18
Toxostoma_lecontei,0.67,0.85,7.87
Sialia_mexicana,0.44,0.99,8.82
Sialia_sialis,0.47,1.04,9.22
Sialia_currucoides,0.43,0.97,9.28
Grandala_coelicolor,0.73,1.45,11.77
Neocossyphus_rufus,0.75,1.59,10.24
Neocossyphus_poensis,0.72,1.33,9.36
Stizorhina_fraseri,0.73,1.47,9.4
Stizorhina_finschi,0.59,1.14,9.97
Myadestes_townsendi,0.58,1.22,10.99
Myadestes_myadestinus,0.66,1.14,9.97
Myadestes_woahensis,0.66,1.14,9.97
Myadestes_lanaiensis,0.66,1.33,9.97
Myadestes_obscurus,0.72,1.54,11.76
Myadestes_palmeri,0.63,1.45,11.67
Myadestes_elisabeth,0.62,1.24,9.89
Myadestes_genibarbis,0.57,1.11,9.46
Myadestes_occidentalis,0.65,1.36,9.61
Myadestes_unicolor,0.61,1.35,10.79
Myadestes_melanops,0.62,1.3,9.83
Myadestes_coloratus,0.63,1.28,10.05
Myadestes_ralloides,0.66,1.33,9.68
Geomalia_heinrichi,0.74,1.42,10.03
Zoothera_dixoni,0.7,1.57,6.54
Zoothera_mollissima,0.67,1.48,6.35
Zoothera_griseiceps,0.59,1,4.78
Zoothera_salimalii,0.59,1,4.78
Zoothera_marginata,0.7,1.48,6.1
Zoothera_monticola,0.72,1.67,6.96
Zoothera_everetti,0.74,1.45,5.92
Zoothera_andromedae,0.75,1.63,6.06
Zoothera_aurea,0.59,1,4.78
Zoothera_major,0.59,1,4.78
Zoothera_dauma,0.59,1,4.78
Zoothera_machiki,0.74,1.45,5.95
Zoothera_turipavae,0.73,1.39,5.74
Zoothera_margaretae,0.72,1.39,5.75
Zoothera_lunulata,0.78,1.82,7.59
Zoothera_heinei,0.76,1.67,6.59
Zoothera_talaseae,0.76,1.66,6.23
Zoothera_atrigena,0.59,1,4.78
Zoothera_terrestris,0.59,1,4.78
Ixoreus_naevius,0.56,1.14,9.78
Entomodestes_coracinus,0.71,1.54,10
Entomodestes_leucotis,0.69,1.49,11.72
Cichlopsis_chubbi,0.59,1.14,9.97
Cichlopsis_peruviana,0.59,1.14,9.97
Cichlopsis_gularis,0.59,1.14,9.97
Cichlopsis_leucogenys,0.59,1.14,9.97
Ridgwayia_pinicola,0.76,1.69,11.78
Hylocichla_mustelina,0.56,1.09,10.33
Catharus_swainsoni,0.57,1,12.08
Catharus_ustulatus,0.6,1,11
Catharus_fuscescens,0.58,1.01,9.84
Catharus_minimus,0.57,1.03,9.5
Catharus_bicknelli,0.56,1.01,8.77
Catharus_guttatus,0.57,1.02,9.04
Catharus_occidentalis,0.64,1.05,9.09
Catharus_frantzii,0.66,1.14,8.51
Catharus_gracilirostris,0.65,1.05,8.51
Catharus_aurantiirostris,0.64,1.12,9.38
Catharus_mexicanus,0.65,1.15,9.54
Catharus_dryas,0.65,1.02,8.29
Catharus_fuscater,0.67,1.17,8.35
Chlamydochaera_jefferyi,0.7,1.48,11.36
Cochoa_purpurea,0.74,1.58,12.69
Cochoa_viridis,0.75,1.63,12.88
Cochoa_azurea,0.78,1.73,12.73
Cochoa_beccarii,0.74,1.67,12.74
Geokichla_sibirica,0.63,1.35,8.31
Geokichla_wardii,0.66,1.39,7.47
Geokichla_guttata,0.7,1.46,8.2
Geokichla_spiloptera,0.74,1.52,8.2
Geokichla_citrina,0.66,1.33,7.79
Geokichla_cinerea,0.71,1.34,7.58
Geokichla_erythronota,0.73,1.35,6.66
Geokichla_mendeni,0.73,1.35,6.65
Geokichla_schistacea,0.74,1.45,7.25
Geokichla_peronii,0.74,1.45,7.27
Geokichla_dohertyi,0.74,1.45,7.27
Geokichla_interpres,0.74,1.6,7.54
Geokichla_leucolaema,0.74,1.45,7.21
Geokichla_dumasi,0.72,1.31,6.52
Geokichla_joiceyi,0.72,1.31,6.51
Geokichla_gurneyi,0.7,1.49,7.43
Geokichla_oberlaenderi,0.71,1.28,6.32
Geokichla_crossleyi,0.7,1.36,7.01
Geokichla_piaggiae,0.74,1.49,7.77
Geokichla_camaronensis,0.71,1.28,6.35
Geokichla_princei,0.75,1.59,7.54
Otocichla_mupinensis,0.71,1.43,11.85
Psophocichla_simensis,0.59,1.14,9.97
Psophocichla_litsitsirupa,0.59,1.14,9.97
Turdus_viscivorus,0.69,1.1,15.33
Turdus_philomelos,0.65,0.99,13.98
Turdus_abyssinicus,0.52,1,14.26
Turdus_helleri,0.73,1.14,11.37
Turdus_roehli,0.7,1,14.26
Turdus_iliacus,0.6,0.9,13.29
Turdus_plebejus,0.75,1.17,13.54
Turdus_merula,0.68,1.07,14.78
Turdus_leucomelas,0.71,1.14,11.65
Turdus_fumigatus,0.74,1.14,12.66
Turdus_hauxwelli,0.76,0.96,12.2
Turdus_flavipes,0.7,1.06,13.37
Turdus_lawrencii,0.76,0.97,12.25
Turdus_obsoletus,0.74,1.13,12.73
Turdus_assimilis,0.73,1.14,12.05
Turdus_albicollis,0.72,1.08,11.03
Turdus_rufiventris,0.74,1.12,13.27
Turdus_maculirostris,0.77,0.96,12.02
Turdus_grayi,0.7,1.18,14.18
Turdus_haplochrous,0.76,1,12.91
Turdus_sanchezorum,0.7,1,14.26
Turdus_nudigenis,0.73,1.1,12.33
Turdus_mandarinus,0.7,1,14.26
Turdus_ludoviciae,0.68,1.12,13.23
Turdus_tephronotus,0.71,1.06,10.54
Turdus_bewsheri,0.75,1.14,12.98
Turdus_libonyana,0.73,1.09,12.69
Turdus_menachensis,0.75,1.2,12.54
Turdus_olivaceus,0.52,1,5.8
Turdus_smithi,0.7,1,14.26
Turdus_lherminieri,0.76,1.21,14.13
Turdus_leucops,0.74,1.05,12.87
Turdus_jamaicensis,0.73,1.08,12.78
Turdus_swalesi,0.74,1.13,13.41
Turdus_infuscatus,0.75,0.97,12.59
Turdus_nigrescens,0.77,1.24,13.94
Turdus_migratorius,0.68,1.06,14.49
Turdus_confinis,0.7,1,14.26
Turdus_rufitorques,0.74,1.12,13.13
Turdus_rufopalliatus,0.75,1,11.9
Turdus_falcklandii,0.73,1.18,15.38
Turdus_reevei,0.76,0.94,11.78
Turdus_fulviventris,0.72,1.07,13.21
Turdus_olivater,0.75,1.17,13.15
Turdus_chiguanco,0.71,0.98,13.11
Turdus_anthracinus,0.7,1,14.26
Turdus_fuscater,0.79,1.34,14.7
Turdus_nigriceps,0.65,1.05,13.01
Turdus_subalaris,0.7,1,14.26
Turdus_serranus,0.7,1.24,14.16
Turdus_eremita,0.75,1.2,13.65
Turdus_amaurochalinus,0.63,1.06,13.46
Turdus_ignobilis,0.75,1.14,12.7
Turdus_debilis,0.7,1,14.26
Turdus_arthuri,0.7,1,14.26
Turdus_maranonicus,0.76,0.96,12.2
Turdus_xanthorhynchus,0.7,1,14.26
Turdus_olivaceofuscus,0.76,1.24,12.08
Turdus_aurantius,0.73,1.11,13.25
Turdus_ravidus,0.7,1,14.26
Turdus_plumbeus,0.69,1.01,12.71
Turdus_rubripes,0.7,1,14.26
Turdus_ardosiaceus,0.7,1,14.58
Turdus_pelios,0.74,1.1,12.35
Turdus_niveiceps,0.7,1,14.26
Turdus_boulboul,0.69,1.13,12.5
Turdus_simillimus,0.7,1,14.26
Turdus_cardis,0.65,0.96,12.54
Turdus_hortulorum,0.62,0.97,12.18
Turdus_dissimilis,0.68,1.05,12.97
Turdus_unicolor,0.67,1.02,12.97
Turdus_obscurus,0.55,0.93,13.95
Turdus_feae,0.64,0.96,12.88
Turdus_celaenops,0.71,1.07,13.65
Turdus_chrysolaus,0.66,1.04,12.4
Turdus_pallidus,0.63,0.98,12.09
Turdus_poliocephalus,0.7,1,14.26
Turdus_kessleri,0.71,0.98,13.29
Turdus_maximus,0.7,1,14.26
Turdus_pilaris,0.61,0.98,13.02
Turdus_albocinctus,0.7,1.11,13.96
Turdus_rubrocanus,0.71,1.14,14.29
Turdus_torquatus,0.66,1.04,14.72
Turdus_naumanni,0.65,1.02,13.12
Turdus_eunomus,0.7,1,14.26
Turdus_atrogularis,0.7,1,14.26
Turdus_ruficollis,0.7,1,14.26
Cataponera_turdoides,0.75,1.43,11.22
Alethe_diademata,0.71,1.38,9.12
Alethe_castanea,0.59,1.14,9.97
Tychaedon_coryphoeus,0.64,1.17,8.65
Tychaedon_signata,0.7,1.38,9.97
Tychaedon_leucosticta,0.68,1.16,8.21
Tychaedon_quadrivirgata,0.67,1.28,8.84
Tychaedon_barbata,0.67,1.25,8.53
Cercotrichas_paena,0.63,1.07,7.77
Cercotrichas_galactotes,0.58,1.04,7.78
Cercotrichas_podobe,0.64,1.11,7.86
Cercotrichas_hartlaubi,0.65,1.11,7.34
Cercotrichas_leucophrys,0.62,1.03,7.15
Copsychus_mindanensis,0.59,1.14,8
Copsychus_pica,0.59,1.14,8
Copsychus_albospecularis,0.59,1.14,8
Copsychus_sechellarum,0.79,1.71,12.16
Copsychus_saularis,0.59,1.14,8
Saxicoloides_fulicatus,0.63,1.06,6.47
Trichixos_pyrropygus,0.71,1.27,8.95
Kittacincla_luzoniensis,0.59,1.14,6.42
Kittacincla_superciliaris,0.59,1.14,6.42
Kittacincla_malabarica,0.59,1.14,6.42
Kittacincla_albiventris,0.59,1.14,6.42
Kittacincla_nigra,0.68,1.18,8.56
Kittacincla_cebuensis,0.7,1.39,9.45
Muscicapa_griseisticta,0.51,0.98,8.37
Muscicapa_sibirica,0.52,0.98,8.23
Muscicapa_ferruginea,0.56,1.04,7.89
Muscicapa_muttui,0.47,0.89,7.01
Muscicapa_dauurica,0.53,0.96,7.98
Muscicapa_randi,0.62,1.06,8.2
Muscicapa_segregata,0.63,1.05,8.02
Muscicapa_epulata,0.6,1.04,7.08
Muscicapa_adusta,0.58,1.01,7.18
Muscicapa_sethsmithi,0.6,1.03,6.93
Muscicapa_gambagae,0.62,1.1,7.67
Muscicapa_striata,0.54,1.02,8.65
Muscicapa_aquatica,0.59,1.03,7.23
Muscicapa_cassini,0.64,1.17,7.84
Bradornis_boehmi,0.6,1.09,7.75
Bradornis_fuliginosus,0.65,1.18,7.76
Bradornis_ussheri,0.65,1.08,7.78
Bradornis_comitatus,0.68,1.22,7.84
Bradornis_microrhynchus,0.66,1.21,7.96
Bradornis_mariquensis,0.65,1.22,8.77
Agricola_pallidus,0.67,1.25,6.24
Agricola_infuscatus,0.69,1.33,7.21
Fraseria_cinerascens,0.71,1.35,9.13
Fraseria_ocreata,0.69,1.36,9.34
Fraseria_plumbea,0.65,1.15,7.95
Fraseria_griseigularis,0.65,1.15,7.84
Fraseria_caerulescens,0.65,1.18,8.41
Fraseria_tessmanni,0.6,1,8.09
Fraseria_olivascens,0.65,1.05,8.13
Fraseria_lendu,0.67,1.23,8.41
Humblotia_flavirostris,0.66,1.13,8.27
Melaenornis_silens,0.65,1.22,8.35
Melaenornis_herero,0.7,1.34,8.63
Melaenornis_semipartitus,0.69,1.29,7.87
Melaenornis_chocolatinus,0.65,1.2,7.63
Melaenornis_brunneus,0.67,1.17,7.98
Melaenornis_fischeri,0.67,1.25,7.66
Melaenornis_ardesiacus,0.7,1.35,8.17
Melaenornis_annamarulae,0.7,1.26,8.48
Melaenornis_edolioides,0.68,1.32,8.23
Melaenornis_pammelaina,0.66,1.26,8.17
Niltava_sundara,0.6,1.09,5.2
Niltava_macgrigoriae,0.56,0.97,4.58
Niltava_sumatrana,0.68,1.12,5.27
Niltava_oatesi,0.59,1.14,4
Niltava_vivida,0.59,1.14,4
Niltava_davidi,0.65,1.12,5.61
Niltava_grandis,0.63,1.15,5.89
Cyanoptila_cumatilis,0.59,1.14,9.97
Cyanoptila_cyanomelana,0.59,1.14,9.97
Eumyias_albicaudatus,0.62,1.12,7.75
Eumyias_ruficrissa,0.59,1.14,9.97
Eumyias_indigo,0.59,1.14,9.97
Eumyias_sordidus,0.68,1.15,8.3
Eumyias_thalassinus,0.58,1.1,7.88
Eumyias_panayensis,0.67,1.1,7.88
Eumyias_additus,0.67,1.24,8.21
Anthipes_monileger,0.52,0.96,7.08
Anthipes_solitaris,0.65,1.18,7.92
Cyornis_oscillans,0.59,1.14,5.24
Cyornis_stresemanni,0.59,1.14,5.24
Cyornis_nicobaricus,0.59,1.14,5.24
Cyornis_brunneatus,0.59,1.14,5.24
Cyornis_olivaceus,0.64,1.16,5.82
Cyornis_umbratilis,0.65,1.19,5.99
Cyornis_ruficauda,0.65,1.18,6.1
Cyornis_colonus,0.67,1.25,6.29
Cyornis_unicolor,0.6,1.09,6.03
Cyornis_ruckii,0.7,1.24,6.62
Cyornis_herioti,0.65,1.1,6.07
Cyornis_camarinensis,0.59,1.14,5.24
Cyornis_pallidipes,0.59,1.07,5.85
Cyornis_poliogenys,0.63,1.22,6.94
Cyornis_magnirostris,0.58,1.04,5.9
Cyornis_banyumas,0.55,0.97,5.51
Cyornis_lemprieri,0.66,1.12,6.07
Cyornis_tickelliae,0.6,1.08,5.98
Cyornis_sumatrensis,0.59,1.14,5.24
Cyornis_caerulatus,0.68,1.13,5.97
Cyornis_superbus,0.69,1.17,6.2
Cyornis_glaucicomans,0.59,1.14,5.24
Cyornis_hainanus,0.66,1.17,6.47
Cyornis_rubeculoides,0.59,1.14,5.24
Cyornis_turcosus,0.67,1.12,5.92
Cyornis_rufigastra,0.67,1.24,6.23
Cyornis_omissus,0.66,1.08,5.76
Cyornis_djampeanus,0.59,1.14,5.24
Cyornis_hyacinthinus,0.69,1.21,6.53
Cyornis_hoevelli,0.69,1.17,6.23
Cyornis_sanfordi,0.68,1.15,6.11
Cyornis_concretus,0.73,1.48,7.61
Xenocopsychus_ansorgei,0.71,1.41,9.51
Dessonornis_caffer,0.68,1.3,9.19
Dessonornis_mbuluensis,0.72,1.14,10.1
Dessonornis_macclounii,0.72,1.14,10.1
Dessonornis_anomalus,0.72,1.14,10.1
Dessonornis_archeri,0.69,1.29,8.41
Dessonornis_humeralis,0.65,1.2,8.64
Erithacus_rubecula,0.5,0.99,12.41
Pogonocichla_stellata,0.71,1.19,8.79
Oreocossypha_isabellae,0.69,1.31,8.62
Cossyphicula_roberti,0.7,1.22,8.65
Swynnertonia_swynnertoni,0.66,1.21,8.14
Chamaetylas_poliophrys,0.78,1.41,8.25
Chamaetylas_poliocephala,0.78,1.38,8.14
Chamaetylas_fuelleborni,0.8,1.52,9.14
Chamaetylas_choloensis,0.79,1.27,8.51
Cossypha_cyanocampter,0.76,1.33,8
Cossypha_semirufa,0.74,1.29,7.92
Cossypha_heuglini,0.77,1.4,8.57
Cossypha_natalensis,0.74,1.29,8.14
Cossypha_dichroa,0.75,1.37,9.26
Cossypha_heinrichi,0.8,1.37,8.92
Cossypha_niveicapilla,0.76,1.37,8.4
Cossypha_albicapillus,0.8,1.56,9.53
Stiphrornis_erythrothorax,0.66,1.2,7.92
Stiphrornis_xanthogaster,0.59,1.14,9.97
Stiphrornis_pyrrholaemus,0.59,1.14,9.97
Cichladusa_arquata,0.69,1.35,9.16
Cichladusa_ruficauda,0.68,1.3,8.74
Cichladusa_guttata,0.67,1.25,8.19
Sheppardia_montana,0.67,1.12,8.03
Sheppardia_lowei,0.65,1.09,7.85
Sheppardia_aurantiithorax,0.65,1.07,7.71
Sheppardia_gabela,0.62,0.98,7.17
Sheppardia_aequatorialis,0.67,1.22,7.88
Sheppardia_cyornithopsis,0.67,1.24,8.07
Sheppardia_gunningi,0.65,1.07,7.79
Sheppardia_sharpei,0.66,1.19,7.9
Sheppardia_polioptera,0.66,1.09,7.74
Sheppardia_poensis,0.59,1.14,9.97
Sheppardia_bocagei,0.59,1.14,9.97
Heinrichia_simplex,0.59,1.14,9.97
Heinrichia_calligyna,0.59,1.14,9.97
Vauriella_gularis,0.67,1.27,8.37
Vauriella_albigularis,0.69,1.36,9.22
Vauriella_insignis,0.68,1.3,9.05
Vauriella_goodfellowi,0.69,1.33,8.9
Heteroxenicus_stellatus,0.61,1.1,9.26
Brachypteryx_hyperythra,0.71,1.43,10.8
Brachypteryx_leucophris,0.62,1.11,8
Brachypteryx_cruralis,0.59,1.14,9.97
Brachypteryx_sinensis,0.59,1.14,9.97
Brachypteryx_goodfellowi,0.59,1.14,9.97
Brachypteryx_poliogyna,0.59,1.14,9.97
Brachypteryx_erythrogyna,0.59,1.14,9.97
Brachypteryx_saturata,0.59,1.14,9.97
Brachypteryx_montana,0.59,1.14,9.97
Brachypteryx_floris,0.59,1.14,9.97
Larvivora_ruficeps,0.56,1.06,8.14
Larvivora_brunnea,0.58,1.09,8.22
Larvivora_cyane,0.54,1.04,8.46
Larvivora_sibilans,0.55,1.07,8.72
Larvivora_akahige,0.59,1.14,9.97
Larvivora_tanensis,0.59,1.14,9.97
Larvivora_komadori,0.59,1.14,9.97
Larvivora_namiyei,0.59,1.14,9.97
Irania_gutturalis,0.55,1.02,8.32
Hodgsonius_phaenicuroides,0.61,1.18,8.77
Cyanecula_svecica,0.55,1.01,9.94
Luscinia_luscinia,0.51,1.03,9.76
Luscinia_megarhynchos,0.5,0.99,8.95
Calliope_pectardens,0.55,1.02,8.44
Calliope_obscura,0.56,1.09,8.27
Calliope_calliope,0.51,0.99,8.49
Calliope_pectoralis,0.59,1,9.97
Calliope_tschebaiewi,0.59,1,9.97
Myiomela_leucura,0.59,1.14,9.97
Myiomela_cambodiana,0.59,1.14,9.97
Myiomela_diana,0.69,1.16,8.22
Myiomela_major,0.67,1.25,9.1
Myiomela_albiventris,0.7,1.25,9.06
Tarsiger_hyperythrus,0.57,0.98,7.61
Tarsiger_cyanurus,0.45,0.95,7.57
Tarsiger_rufilatus,0.59,1,9.97
Tarsiger_indicus,0.6,1.18,7.86
Tarsiger_johnstoniae,0.6,0.96,7.34
Tarsiger_chrysaeus,0.56,1.16,7.78
Enicurus_scouleri,0.63,1.14,8.41
Enicurus_schistaceus,0.67,1.27,9.16
Enicurus_velatus,0.66,1.17,8.6
Enicurus_ruficapillus,0.7,1.35,8.73
Enicurus_immaculatus,0.65,1.22,8.85
Enicurus_leschenaulti,0.67,1.29,9.18
Enicurus_maculatus,0.66,1.29,9.48
Cinclidium_frontale,0.66,1.16,8.64
Myophonus_blighi,0.75,1.83,13.65
Myophonus_melanurus,0.7,1.3,10.57
Myophonus_glaucinus,0.77,1.66,12.23
Myophonus_castaneus,0.71,1.38,11.17
Myophonus_borneensis,0.71,1.38,11.23
Myophonus_robinsoni,0.78,1.79,11.56
Myophonus_horsfieldii,0.76,1.72,11.98
Myophonus_insularis,0.74,1.61,11.63
Myophonus_caeruleus,0.72,1.68,12.39
Ficedula_zanthopygia,0.51,1.09,9.49
Ficedula_elisae,0.47,1.13,10.91
Ficedula_narcissina,0.47,1.13,10.91
Ficedula_owstoni,0.47,1.13,10.91
Ficedula_mugimaki,0.45,1.04,9.15
Ficedula_erithacus,0.51,1.11,9.64
Ficedula_tricolor,0.54,1.18,8.9
Ficedula_hyperythra,0.59,1.22,8.81
Ficedula_hodgsoni,0.58,1.07,8.69
Ficedula_strophiata,0.57,1.29,9.7
Ficedula_sapphira,0.51,1.12,8.53
Ficedula_superciliaris,0.51,1.13,8.68
Ficedula_westermanni,0.63,1.31,9.03
Ficedula_ruficauda,0.57,1.3,10.03
Ficedula_parva,0.46,1.06,9.32
Ficedula_albicilla,0.48,1.06,9.66
Ficedula_subrubra,0.51,1.14,9.03
Ficedula_semitorquata,0.48,1.13,9.36
Ficedula_hypoleuca,0.46,1.07,9.63
Ficedula_albicollis,0.45,1.06,9.23
Ficedula_henrici,0.62,1.17,9.28
Ficedula_rufigula,0.63,1.36,9.09
Ficedula_buruensis,0.65,1.46,9.78
Ficedula_harterti,0.64,1.39,9.58
Ficedula_timorensis,0.62,1.3,8.9
Ficedula_basilanica,0.66,1.46,9.86
Ficedula_luzoniensis,0.47,1.13,10.91
Ficedula_crypta,0.59,1.08,8.56
Ficedula_bonthaina,0.63,1.36,9.22
Ficedula_nigrorufa,0.58,1.04,8.3
Ficedula_dumetoria,0.64,1.36,8.96
Ficedula_riedeli,0.47,1.13,10.91
Ficedula_disposita,0.58,1.08,8.73
Ficedula_platenae,0.59,1.09,8.69
Phoenicurus_alaschanicus,0.55,0.96,9.04
Phoenicurus_erythronotus,0.54,0.98,9.45
Phoenicurus_frontalis,0.59,1.06,9.27
Phoenicurus_coeruleocephala,0.54,0.94,8.9
Phoenicurus_schisticeps,0.65,1.13,9.75
Phoenicurus_leucocephalus,0.61,1.16,10.22
Phoenicurus_fuliginosus,0.61,1.07,9.42
Phoenicurus_bicolor,0.66,1.19,9.67
Phoenicurus_ochruros,0.59,1.05,9.9
Phoenicurus_phoenicurus,0.47,0.86,8.69
Phoenicurus_moussieri,0.57,0.97,8.73
Phoenicurus_auroreus,0.59,1.07,9.82
Phoenicurus_erythrogastrus,0.59,1.11,10.24
Phoenicurus_hodgsoni,0.56,0.94,9.62
Monticola_cinclorhyncha,0.63,1.02,9.51
Monticola_rufiventris,0.65,1.1,10.08
Monticola_gularis,0.6,0.97,9.77
Monticola_brevipes,0.69,1.08,9.57
Monticola_explorator,0.71,1.15,10.36
Monticola_imerina,0.71,1.07,10.43
Monticola_erythronotus,0.67,0.91,9.26
Monticola_sharpei,0.65,0.88,9.19
Monticola_saxatilis,0.65,1.09,10.56
Monticola_solitarius,0.62,1,10.72
Monticola_rufocinereus,0.65,0.98,8.26
Monticola_semirufus,0.69,1.12,9.41
Monticola_angolensis,0.67,1.06,9.17
Monticola_rupestris,0.73,1.2,12.02
Saxicola_jerdoni,0.59,1.12,7.22
Saxicola_ferreus,0.52,0.99,6.7
Saxicola_gutturalis,0.6,1.03,7.07
Saxicola_rubetra,0.47,0.97,7.44
Saxicola_macrorhynchus,0.57,1.03,7.39
Saxicola_insignis,0.51,1.03,7.49
Saxicola_caprata,0.53,1.07,7.04
Saxicola_leucurus,0.57,1.07,7.05
Saxicola_dacotiae,0.55,1.03,6.84
Saxicola_torquatus,0.48,0.98,7.05
Saxicola_tectes,0.57,0.99,7.03
Campicoloides_bifasciatus,0.65,1.21,8.94
Emarginata_schlegelii,0.65,1.2,8.79
Emarginata_sinuata,0.65,1.19,8.7
Emarginata_tractrac,0.66,1.22,8.8
Pinarochroa_sordida,0.64,1.18,8
Thamnolaea_cinnamomeiventris,0.64,1.35,10.44
Myrmecocichla_nigra,0.66,1.29,8.78
Myrmecocichla_aethiops,0.71,1.35,9.83
Myrmecocichla_tholloni,0.72,1.44,9.52
Myrmecocichla_formicivora,0.66,1.3,9.54
Myrmecocichla_monticola,0.67,1.29,9.41
Myrmecocichla_melaena,0.7,1.25,9.09
Myrmecocichla_arnotti,0.68,1.33,9.26
Oenanthe_oenanthe,0.53,1.03,9.08
Oenanthe_seebohmi,0.46,1,8.03
Oenanthe_pileata,0.59,1.11,7.91
Oenanthe_frenata,0.46,1,8.03
Oenanthe_bottae,0.46,1,8.03
Oenanthe_heuglinii,0.46,1,8.03
Oenanthe_isabellina,0.54,1.06,8.82
Oenanthe_monacha,0.59,1.1,8.14
Oenanthe_deserti,0.49,0.96,7.7
Oenanthe_hispanica,0.47,0.91,7.27
Oenanthe_cypriaca,0.45,0.9,7.14
Oenanthe_pleschanka,0.46,0.92,7.64
Oenanthe_albifrons,0.61,1.13,7.7
Oenanthe_phillipsi,0.58,1.09,7.53
Oenanthe_moesta,0.55,1.05,8.14
Oenanthe_melanura,0.55,0.99,7.14
Oenanthe_familiaris,0.59,1.08,7.46
Oenanthe_scotocerca,0.56,0.92,6.85
Oenanthe_dubia,0.57,0.94,6.96
Oenanthe_fusca,0.52,0.88,6.84
Oenanthe_picata,0.51,0.98,7.73
Oenanthe_leucura,0.65,1.27,9.83
Oenanthe_leucopyga,0.57,1.07,8.01
Oenanthe_albonigra,0.54,1.01,7.8
Oenanthe_finschii,0.49,0.99,7.97
Oenanthe_lugens,0.53,1,7.57
Oenanthe_chrysopygia,0.47,0.95,7.82
Oenanthe_xanthoprymna,0.48,0.95,7.65
Pinarornis_plumosus,0.73,1.53,10.65
Regulus_calendula,0.33,1.01,6.78
Regulus_satrapa,0.31,0.97,6.48
Regulus_goodfellowi,0.43,0.92,6
Regulus_regulus,0.36,0.85,5.9
Regulus_madeirensis,0.47,0.98,6.52
Regulus_ignicapilla,0.33,0.99,6.46
Dulus_dominicus,0.65,1.4,11.37
Hypocolius_ampelinus,0.58,1.32,11.49
Hylocitrea_bonensis,0.68,1.14,8.97
Hylocitrea_bonthaina,0.59,1.14,9.97
Bombycilla_garrulus,0.57,1.04,12.17
Bombycilla_japonica,0.55,1.11,11.36
Bombycilla_cedrorum,0.49,1.01,10.63
Phainoptila_melanoxantha,0.7,1.56,11.88
Phainopepla_nitens,0.57,1.06,10.18
Ptiliogonys_cinereus,0.72,1.37,10.64
Ptiliogonys_caudatus,0.72,1.39,10.34
Moho_braccatus,0.59,1.14,9.97
Moho_apicalis,0.59,1.14,9.97
Moho_bishopi,0.59,1.14,9.97
Moho_nobilis,0.59,1.14,9.97
Chaetoptila_angustipluma,0.59,1.14,9.97
Elachura_formosa,0.52,0.85,6.31
Promerops_cafer,0.71,1.69,11.56
Promerops_gurneyi,0.75,1.83,11.91
Arcanator_orostruthus,0.69,1.21,8.78
Modulatrix_stictigula,0.71,1.34,9.93
Kakamega_poliothorax,0.71,1.42,9.18
Irena_puella,0.69,1.54,13.54
Irena_tweeddalii,0.59,1.14,16.1
Irena_cyanogastra,0.71,1.56,14.22
Chloropsis_media,0.67,1.31,10.07
Chloropsis_sonnerati,0.69,1.4,10.76
Chloropsis_cyanopogon,0.65,1.22,9.37
Chloropsis_palawanensis,0.68,1.2,8.66
Chloropsis_flavipennis,0.66,1.34,10.45
Chloropsis_aurifrons,0.64,1.34,10.83
Chloropsis_venusta,0.69,1.16,9.1
Chloropsis_jerdoni,0.58,1.19,10.01
Chloropsis_hardwickii,0.64,1.34,10.97
Chloropsis_lazulina,0.59,1.14,9.97
Chloropsis_kinabaluensis,0.65,1.24,9.61
Chloropsis_moluccensis,0.59,1.14,9.97
